source,scope,scope_value,cluster_gap_ms,cluster_id,rows,start_timestamp_ms,end_timestamp_ms,duration_ms,metric_sum,negative_metric_sum,min_metric,max_metric,first_row_id,last_row_id,nearest_boundary,nearest_boundary_hhmm_utc,boundary_signed_delta_ms,boundary_abs_delta_ms,within_30m_boundary,cluster_share_of_total_metric_sum,cluster_share_of_negative_metric_sum,cluster_share_of_tail_metric_sum
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_1,4,1776088622397,1776088699462,77065,-2158.109592000000000000000000,-2158.109592000000000000000000,-600.5163980000000000000000001,-480.5387980000000000000000000,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 13:00:fill-000011:fill-000021:27,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 13:00:fill-000014:fill-000023:30,US cash open,13:30,1622397,1622397,True,0.1104194054134348446044038143,0.03080599284839974852907876943,0.09903586578699664044908022853
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_2,4,1776091694365,1776091719741,25376,-2229.874996000000000000000000,-2229.874996000000000000000000,-627.72420200000000000000,-494.7247980000000000000000000,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 14:00:fill-000012:fill-000046:55,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 14:00:fill-000014:fill-000047:58,US cash open,13:30,4694365,4694365,False,0.1140912732686679066752906480,0.03183041001914114927750181042,0.1023291873796720840826540438
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_3,1,1776092386115,1776092386115,0,-768.7907979999999999999999999,-768.7907979999999999999999999,-768.7907979999999999999999999,-768.7907979999999999999999999,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 14:00:fill-000018:fill-000053:63,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 14:00:fill-000018:fill-000053:63,US cash open,13:30,5386115,5386115,False,0.03933508433360417319549432903,0.01097412472142125379825001647,0.03527988688398640194458088820
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_4,6,1776174918585,1776174962402,43817,-3760.260432000000000000000000,-3760.260432000000000000000000,-817.9683979999999999999999995,-504.6521180000000000000000001,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 13:00:fill-000011:fill-000023:18,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 13:00:fill-000015:fill-000025:23,US cash open,13:30,1518585,1518585,True,0.1923932513159904658706546149,0.05367593768440678378331636556,0.1725587286429641183845899398
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_5,2,1776175099303,1776175099303,0,-1179.720716000000000000000000,-1179.720716000000000000000000,-611.8559579999999999999999998,-567.8647580000000000000000000,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 13:00:fill-000015:fill-000026:24,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 13:00:fill-000016:fill-000026:25,US cash open,13:30,1699303,1699303,True,0.06036026182243650900563533777,0.01683995478029691774288020156,0.05413750206616735159767710663
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_6,3,1776181514113,1776181597295,83182,-1867.185044000000000000000000,-1867.185044000000000000000000,-683.9687980000000000000000000,-581.231048000000000000000,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 15:00:fill-000007:fill-000024:82,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 15:00:fill-000009:fill-000025:84,US cash open,13:30,8114113,8114113,False,0.09553428756334362213140420466,0.02665318263971784885466413208,0.08568530907909120526478251539
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_7,1,1776182044965,1776182044965,0,-773.9867980000000000000000000,-773.9867980000000000000000000,-773.9867980000000000000000000,-773.9867980000000000000000000,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 15:00:fill-000009:fill-000027:85,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 15:00:fill-000009:fill-000027:85,US cash open,13:30,8644965,8644965,False,0.03960093701905398952371186388,0.01104829516180743650947402241,0.03551833184551050351753447381
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_8,2,1776182285547,1776182285547,0,-1478.005196000000000000000000,-1478.005196000000000000000000,-795.9911979999999999999999999,-682.0139980000000000000000000,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 15:00:fill-000009:fill-000031:86,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000:2026-04-14 15:00:fill-000010:fill-000031:87,US cash open,13:30,8885547,8885547,False,0.07562194966616284263879097848,0.02109782453433146531840806456,0.06782580679227140185857825110
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_9,1,1776365603210,1776365603210,0,-623.6643559999999999999999999,-623.6643559999999999999999999,-623.6643559999999999999999999,-623.6643559999999999999999999,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 18:00:fill-000020:fill-000025:40,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 18:00:fill-000020:fill-000025:40,US cash close,20:00,-3996790,3996790,False,0.03190970821053315447576472269,0.008902513459908589663944118184,0.02862001989422124441391165992
matched_lot,pooled,pooled,120000,matched_lot_pooled_pooled_120000_10,1,1776430125663,1776430125663,0,-475.402604000000,-475.402604000000,-475.402604000000,-475.402604000000,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 12:00:fill-000014:fill-000018:16,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 12:00:fill-000014:fill-000018:16,US cash open,13:30,-2474337,2474337,False,0.02432391434627320896003363075,0.006786147132297541673532034747,0.02181627321386406784885114863
