source,block_start,window,session,row_id,fill_id,order_id,side,fill_timestamp_ms,primary_timestamp_ms,quantity,horizon,side_aligned_skew_bps,fill_edge_bps,side_normalized_mid_move_bps,primary_nearest_boundary,primary_nearest_boundary_hhmm_utc,primary_boundary_signed_delta_ms,primary_boundary_abs_delta_ms,primary_within_30m_boundary,pooled_tail_rank,is_pooled_tail_1pct,is_pooled_tail_5pct,is_pooled_tail_10pct,window_tail_rank,is_window_tail_1pct,is_window_tail_5pct,is_window_tail_10pct
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000011:197,fill-000011,ord-000921,buy,1776002136957,1776002136957,0.001,30s,-0.0005395947484909440876802782079,0.2828405172356028357689005354,0,US cash open,13:30,1536957,1536957,True,1103,False,False,False,34,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000012:201,fill-000012,ord-000952,sell,1776002218658,1776002218658,0.001,30s,-0.0006851339220444695336248121001,0.0007047018198713087630587413363,5.185195990613089878586218753,US cash open,13:30,1618658,1618658,True,1487,False,False,False,42,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000013:205,fill-000013,ord-000990,sell,1776002341665,1776002341665,0.00077000,30s,-0.00008509996846228664679402511431,0.3308579654972283767212286019,-0.8832285134382301229317232614,US cash open,13:30,1741665,1741665,True,910,False,False,False,22,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000001:208,fill-000001,ord-000021,buy,1776006106876,1776006106876,0.00008000,30s,-0.05646444799944657898726275702,0.3390194427650425751916872433,-2.061661986314915160384448048,US cash open,13:30,5506876,5506876,False,664,False,False,False,13,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000002:213,fill-000002,ord-000083,buy,1776006351729,1776006351729,0.001,30s,-0.0006685373464053422782111982049,0.2832720907550091300502168656,-4.405198897626526022426813900,US cash open,13:30,5751729,5751729,False,347,False,False,False,7,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000003:218,fill-000003,ord-000146,sell,1776006659370,1776006659370,0.00064000,30s,-0.0007055964202894089275479638858,0.2832572035450239444166014151,0.3334099752450157151237802193,US cash open,13:30,6059370,6059370,False,1163,False,False,False,20,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000004:223,fill-000004,ord-000251,buy,1776007151874,1776007151874,0.00086000,30s,-0.0006134490272267805846641431319,0.2831122151624594614725577071,-3.367693930984866910783292426,US cash open,13:30,6551874,6551874,False,458,False,False,False,9,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000005:228,fill-000005,ord-000397,buy,1776007904726,1776007904726,0.001,30s,-0.0004346232176604417235500564189,0.2835619023764962398348184741,7.499894106247179849596221287,US cash open,13:30,7304726,7304726,False,1543,False,False,False,25,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000006:233,fill-000006,ord-000429,buy,1776007982344,1776007982344,0.00078000,30s,-0.0007055725911492685334265249549,0.2832765332095111120341734637,-1.394483482682231758492415006,US cash open,13:30,7382344,7382344,False,802,False,False,False,14,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000007:238,fill-000007,ord-000433,buy,1776007991907,1776007991907,0.00064000,30s,-0.0007038392468155247115299765769,0.2833121178951449840931903283,1.411614991407729870868314903,US cash open,13:30,7391907,7391907,False,1279,False,False,False,22,False,False,False
